Negócio - Negócio criado em,Negócio - Organização 2,Negócio - Novo cliente?,Negócio - Etapa,Negócio - Status,Negócio - Data de ganho,Negócio - Data de perda,Organização - Canal de Origem,Negócio - Data atualizada,Negócio - Data da Última Atividade
2021-08-17 16:29:41,Imobiliária 13,Sim,07 - Negociação,Perdido,,2021-10-07 10:23:34,Tipo D,2021-10-07 10:23:34,
2021-08-17 16:29:48,Imobiliária 219,,02 - Ta quente!,Perdido,,2021-08-20 15:07:58,Tipo B,2021-08-23 17:42:32,2021-08-23
2021-08-17 16:31:27,Imobiliária 205,,02 - Ta quente!,Perdido,,2021-10-13 16:46:34,Tipo B,2021-10-13 16:46:34,2021-09-08
2021-08-17 16:47:30,Imobiliária 232,,01 - Contato,Em aberto,,,Tipo C,2021-10-11 09:44:08,2021-10-07
2021-08-17 17:02:29,Imobiliária 104,Sim,03 - Visita Agendada,Perdido,,2021-09-10 11:40:35,Tipo B,2021-09-10 11:40:35,
2021-08-17 17:16:06,Imobiliária 90,Não,05 - Acompanhamento,Perdido,,2021-09-23 15:46:20,Tipo C,2021-09-23 15:46:20,2021-09-16
2021-08-17 17:26:52,Imobiliária 138,Sim,03 - Visita Agendada,Perdido,,2021-08-20 17:19:29,Tipo B,2021-08-20 17:19:29,
2021-08-17 17:42:45,Imobiliária 42,Sim,05 - Acompanhamento,Perdido,,2021-08-21 09:59:55,Tipo D,2021-08-21 09:59:55,2021-08-18
2021-08-18 08:45:39,Imobiliária 201,,03 - Visita Agendada,Perdido,,2021-08-18 10:21:42,Tipo C,2021-08-20 17:23:16,2021-08-18
2021-08-18 09:08:01,Imobiliária 201,,05 - Acompanhamento,Perdido,,2021-08-23 08:39:15,Tipo C,2021-08-23 17:42:37,2021-08-23
2021-08-18 09:10:12,Imobiliária 201,,05 - Acompanhamento,Perdido,,2021-08-23 08:38:55,Tipo C,2021-08-23 08:38:55,2021-08-23
2021-08-18 09:13:50,Imobiliária 231,Sim,07 - Negociação,Em aberto,,,Tipo C,2021-10-11 08:48:50,2021-08-25
2021-08-18 09:23:12,Imobiliária 144,,02 - Ta quente!,Perdido,,2021-08-26 10:25:16,Tipo B,2021-08-26 10:25:17,2021-08-30
2021-08-18 09:24:31,Imobiliária 144,Sim,05 - Acompanhamento,Perdido,,2021-08-24 11:59:05,Tipo B,2021-08-24 11:59:05,2021-08-25
2021-08-18 09:29:33,Imobiliária 190,,02 - Ta quente!,Perdido,,2021-09-20 16:20:13,Tipo B,2021-09-20 16:20:22,2021-09-21
2021-08-18 09:40:18,Imobiliária 223,,01 - Contato,Perdido,,2021-09-08 13:49:52,Tipo B,2021-09-08 13:49:53,2021-09-01
2021-08-18 10:12:37,Imobiliária 145,,01 - Contato,Em aberto,,,Tipo B,2021-10-01 09:25:54,2021-10-01
2021-08-18 10:15:10,Imobiliária 145,Sim,05 - Acompanhamento,Perdido,,2021-10-04 14:32:04,Tipo B,2021-10-04 14:32:05,2021-09-23
2021-08-18 10:37:17,Imobiliária 131,,05 - Acompanhamento,Perdido,,2021-08-18 14:27:30,Tipo B,2021-08-18 14:27:34,2021-08-19
2021-08-18 11:04:15,Imobiliária 209,Sim,07 - Negociação,Perdido,,2021-10-14 11:55:06,Tipo B,2021-10-14 11:55:06,2021-09-14
2021-08-18 11:05:01,Imobiliária 209,Não,05 - Acompanhamento,Perdido,,2021-09-14 11:20:27,Tipo B,2021-09-14 11:20:27,
2021-08-18 11:20:33,Imobiliária 144,,02 - Ta quente!,Perdido,,2021-08-26 10:22:03,Tipo B,2021-08-26 10:22:04,2021-08-26
2021-08-18 11:20:44,Imobiliária 239,,02 - Ta quente!,Perdido,,2021-10-11 09:38:33,Tipo B,2021-10-11 09:38:33,2021-08-20
2021-08-18 11:28:25,Imobiliária 214,Sim,05 - Acompanhamento,Perdido,,2021-09-16 08:12:24,Tipo B,2021-09-16 08:12:24,2021-08-25
2021-08-18 11:29:55,Imobiliária 42,Não,05 - Acompanhamento,Perdido,,2021-08-23 16:20:47,Tipo D,2021-08-23 16:20:48,2021-08-18
2021-08-18 11:57:16,Imobiliária 214,Não,05 - Acompanhamento,Perdido,,2021-08-19 14:56:48,Tipo B,2021-08-19 14:56:48,2021-08-24
2021-08-18 12:00:16,Imobiliária 95,,01 - Contato,Em aberto,,,Tipo B,2021-09-14 14:33:02,2021-09-03
2021-08-18 12:22:27,Imobiliária 148,Sim,05 - Acompanhamento,Perdido,,2021-09-14 11:17:58,Tipo B,2021-09-14 11:17:58,
2021-08-18 13:38:54,Imobiliária 219,,02 - Ta quente!,Em aberto,,,Tipo B,2021-10-11 15:45:36,2021-08-25
2021-08-18 13:46:24,Imobiliária 219,Sim,05 - Acompanhamento,Em aberto,,,Tipo B,2021-10-14 09:40:25,2021-09-20
2021-08-18 13:46:47,Imobiliária 8,Sim,05 - Acompanhamento,Perdido,,2021-09-16 10:04:28,Tipo A,2021-09-16 10:04:28,2021-08-27
2021-08-18 13:49:15,Imobiliária 8,,02 - Ta quente!,Em aberto,,,Tipo A,2021-10-14 14:24:16,2021-10-06
2021-08-18 13:52:05,Imobiliária 8,Não,05 - Acompanhamento,Perdido,,2021-10-14 09:32:50,Tipo A,2021-10-14 09:32:50,2021-10-05
2021-08-18 14:34:06,Imobiliária 72,,02 - Ta quente!,Perdido,,2021-09-02 15:20:55,Tipo D,2021-09-02 15:20:56,
2021-08-18 14:34:55,Imobiliária 169,,01 - Contato,Em aberto,,,Tipo B,2021-10-05 17:44:59,2021-09-17
2021-08-18 14:52:40,Imobiliária 219,,02 - Ta quente!,Perdido,,2021-08-25 10:05:44,Tipo B,2021-08-25 10:05:44,2021-08-25
2021-08-18 15:10:45,Imobiliária 110,Sim,05 - Acompanhamento,Perdido,,2021-10-13 16:34:28,Tipo B,2021-10-13 16:34:28,2021-08-23
2021-08-18 15:11:51,Imobiliária 110,Não,05 - Acompanhamento,Perdido,,2021-09-14 11:51:47,Tipo B,2021-09-14 11:51:47,
2021-08-18 15:15:03,Imobiliária 79,,02 - Ta quente!,Perdido,,2021-10-01 16:05:30,Tipo A,2021-10-01 16:05:30,2021-09-23
2021-08-18 15:17:03,Imobiliária 51,,01 - Contato,Em aberto,,,Tipo D,2021-09-20 09:17:49,2021-09-29
2021-08-18 15:18:02,Imobiliária 3,Sim,05 - Acompanhamento,Em aberto,,,Tipo B,2021-10-13 17:28:39,2021-11-01
2021-08-18 15:18:34,Imobiliária 3,Não,05 - Acompanhamento,Perdido,,2021-09-14 15:37:58,Tipo B,2021-09-14 15:37:58,
2021-08-18 15:52:02,Imobiliária 124,Sim,03 - Visita Agendada,Perdido,,2021-09-14 15:58:57,Tipo B,2021-09-14 15:58:58,
2021-08-18 15:56:26,Imobiliária 95,,02 - Ta quente!,Perdido,,2021-09-06 09:57:59,Tipo B,2021-09-20 11:05:58,2021-09-03
2021-08-18 15:57:59,Imobiliária 208,Sim,05 - Acompanhamento,Perdido,,2021-09-17 09:00:57,Tipo B,2021-09-17 09:00:57,2021-08-23
2021-08-18 16:27:22,Imobiliária 200,Sim,05 - Acompanhamento,Perdido,,2021-09-14 11:18:14,Tipo C,2021-09-14 11:18:14,
2021-08-18 16:32:40,Imobiliária 45,,01 - Contato,Em aberto,,,Tipo D,2021-10-11 10:21:46,2021-08-18
2021-08-18 16:33:27,Imobiliária 45,,02 - Ta quente!,Perdido,,2021-09-06 09:53:31,Tipo D,2021-09-18 09:58:38,2021-08-31
2021-08-18 16:35:54,Imobiliária 45,Sim,03 - Visita Agendada,Perdido,,2021-08-20 09:47:33,Tipo D,2021-09-16 17:13:17,2021-08-20
2021-08-18 16:45:07,Imobiliária 144,,02 - Ta quente!,Perdido,,2021-08-26 10:22:26,Tipo B,2021-08-26 10:22:31,2021-08-26
2021-08-18 16:47:43,Imobiliária 32,,02 - Ta quente!,Perdido,,2021-10-01 11:32:17,Tipo D,2021-10-09 10:51:55,2021-09-28
2021-08-18 16:55:52,Imobiliária 162,Não,05 - Acompanhamento,Perdido,,2021-09-04 10:24:20,Tipo C,2021-09-04 10:24:21,2021-08-21
2021-08-18 16:58:55,Imobiliária 148,Sim,07 - Negociação,Perdido,,2021-09-21 10:51:16,Tipo B,2021-09-21 10:51:16,2021-09-17
2021-08-18 17:10:14,Imobiliária 150,Sim,05 - Acompanhamento,Perdido,,2021-09-06 14:19:02,Tipo D,2021-09-06 14:19:02,2021-08-20
2021-08-18 17:34:43,Imobiliária 17,Sim,07 - Negociação,Ganho,2021-08-27 15:18:55,,Tipo D,2021-08-27 15:18:55,
2021-08-19 08:38:53,Imobiliária 144,,05 - Acompanhamento,Perdido,,2021-08-19 13:37:44,Tipo B,2021-08-20 17:23:20,2021-08-20
2021-08-19 08:39:26,Imobiliária 144,,03 - Visita Agendada,Perdido,,2021-08-19 11:05:45,Tipo B,2021-08-20 17:23:25,2021-08-19
2021-08-19 08:39:59,Imobiliária 144,,05 - Acompanhamento,Perdido,,2021-08-19 13:37:17,Tipo B,2021-08-20 17:23:26,2021-08-20
2021-08-19 08:45:43,Imobiliária 174,,01 - Contato,Perdido,,2021-09-30 09:29:42,Tipo C,2021-09-30 09:29:44,2021-09-22
2021-08-19 08:50:29,Imobiliária 106,,02 - Ta quente!,Perdido,,2021-09-27 11:41:27,Tipo C,2021-09-27 11:41:27,2021-09-09
2021-08-19 08:57:37,Imobiliária 145,,04 - Pós-visita,Perdido,,2021-08-23 09:48:36,Tipo B,2021-08-23 09:48:37,2021-08-21
2021-08-19 09:01:20,Imobiliária 145,,05 - Acompanhamento,Perdido,,2021-09-13 14:21:44,Tipo B,2021-09-13 14:21:44,2021-08-21
2021-08-19 09:18:49,Imobiliária 110,Sim,05 - Acompanhamento,Perdido,,2021-09-14 11:52:01,Tipo B,2021-09-14 11:52:01,
2021-08-19 09:35:49,Imobiliária 13,Não,05 - Acompanhamento,Perdido,,2021-09-15 09:37:18,Tipo D,2021-09-15 09:37:19,
2021-08-19 09:59:08,Imobiliária 31,,02 - Ta quente!,Perdido,,2021-09-13 11:14:40,Tipo D,2021-09-13 11:14:40,2021-08-27
2021-08-19 09:59:31,Imobiliária 137,Sim,03 - Visita Agendada,Perdido,,2021-08-28 09:46:58,Tipo B,2021-08-28 09:46:59,2021-08-27
2021-08-19 10:06:31,Imobiliária 124,,02 - Ta quente!,Em aberto,,,Tipo B,2021-10-11 17:46:26,
2021-08-19 10:26:15,Imobiliária 83,,02 - Ta quente!,Perdido,,2021-09-15 16:42:13,Tipo C,2021-09-15 16:42:13,2021-09-08
2021-08-19 10:26:47,Imobiliária 83,,02 - Ta quente!,Em aberto,,,Tipo C,2021-10-04 14:17:01,2021-09-10
2021-08-19 10:36:37,Imobiliária 223,,05 - Acompanhamento,Perdido,,2021-08-19 10:37:34,Tipo B,2021-08-19 10:37:34,
2021-08-19 10:47:17,Imobiliária 190,,02 - Ta quente!,Perdido,,2021-09-20 08:50:40,Tipo B,2021-10-09 10:51:48,2021-09-27
2021-08-19 10:49:05,Imobiliária 14,,01 - Contato,Em aberto,,,Tipo D,2021-10-11 11:00:36,
2021-08-19 10:53:13,Imobiliária 14,Sim,05 - Acompanhamento,Perdido,,2021-09-02 17:22:15,Tipo D,2021-09-02 17:22:16,2021-09-02
2021-08-19 10:53:38,Imobiliária 14,,02 - Ta quente!,Perdido,,2021-09-02 17:23:03,Tipo D,2021-09-02 17:23:03,2021-09-01
2021-08-19 10:57:05,Imobiliária 5,,02 - Ta quente!,Perdido,,2021-08-26 11:28:32,Tipo C,2021-08-26 11:28:33,
2021-08-19 11:00:17,Imobiliária 105,Sim,05 - Acompanhamento,Perdido,,2021-09-04 11:27:54,Tipo B,2021-09-04 11:27:54,2021-08-21
2021-08-19 11:02:22,Imobiliária 51,,01 - Contato,Em aberto,,,Tipo D,2021-10-02 09:48:18,2021-10-02
2021-08-19 11:02:48,Imobiliária 105,,02 - Ta quente!,Perdido,,2021-10-06 10:13:35,Tipo B,2021-10-06 10:13:35,2021-09-28
2021-08-19 11:09:14,Imobiliária 30,,02 - Ta quente!,Perdido,,2021-09-02 15:21:50,Tipo D,2021-09-02 15:21:51,2021-08-24
2021-08-19 11:09:48,Imobiliária 208,,02 - Ta quente!,Perdido,,2021-10-06 11:31:11,Tipo B,2021-10-06 11:31:11,2021-08-21
2021-08-19 11:11:51,Imobiliária 208,,02 - Ta quente!,Perdido,,2021-09-30 16:40:37,Tipo B,2021-09-30 16:40:37,2021-09-30
2021-08-19 11:12:05,Imobiliária 51,Sim,05 - Acompanhamento,Em aberto,,,Tipo D,2021-10-04 14:30:26,2021-09-21
2021-08-19 11:14:38,Imobiliária 215,,01 - Contato,Perdido,,2021-08-30 11:32:12,Tipo B,2021-08-30 11:32:12,2021-08-25
2021-08-19 11:24:28,Imobiliária 74,,01 - Contato,Em aberto,,,Tipo C,2021-09-18 10:48:10,2021-09-07
2021-08-19 11:30:12,Imobiliária 76,Sim,05 - Acompanhamento,Perdido,,2021-10-13 17:26:24,Tipo A,2021-10-13 17:26:24,2021-08-23
2021-08-19 11:40:03,Imobiliária 162,,03 - Visita Agendada,Perdido,,2021-08-19 16:15:00,Tipo C,2021-08-19 16:15:01,
2021-08-19 11:46:36,Imobiliária 76,Não,05 - Acompanhamento,Perdido,,2021-10-13 17:26:43,Tipo A,2021-10-13 17:26:43,2021-08-23
2021-08-19 11:47:18,Imobiliária 162,,05 - Acompanhamento,Perdido,,2021-09-04 10:23:55,Tipo C,2021-09-04 10:23:56,2021-08-21
2021-08-19 11:48:40,Imobiliária 76,,02 - Ta quente!,Perdido,,2021-10-02 09:12:35,Tipo A,2021-10-02 09:12:35,2021-09-24
2021-08-19 11:51:46,Imobiliária 162,Não,05 - Acompanhamento,Perdido,,2021-09-30 16:27:03,Tipo C,2021-09-30 16:27:03,2021-09-20
2021-08-19 13:27:38,Imobiliária 65,Sim,05 - Acompanhamento,Perdido,,2021-10-13 17:26:59,Tipo D,2021-10-13 17:26:59,2021-08-25
2021-08-19 14:00:03,Imobiliária 65,Não,05 - Acompanhamento,Perdido,,2021-09-16 16:42:54,Tipo D,2021-09-16 16:42:54,2021-08-27
2021-08-19 14:14:53,Imobiliária 64,Sim,05 - Acompanhamento,Perdido,,2021-09-15 14:19:10,Tipo D,2021-09-15 14:19:10,2021-08-24
2021-08-19 14:17:08,Imobiliária 64,Não,05 - Acompanhamento,Perdido,,2021-09-15 14:18:47,Tipo D,2021-09-15 14:18:47,2021-08-24
2021-08-19 14:20:17,Imobiliária 231,,02 - Ta quente!,Perdido,,2021-09-15 17:26:51,Tipo C,2021-09-15 17:26:51,2021-09-14
2021-08-19 14:26:28,Imobiliária 64,Não,05 - Acompanhamento,Perdido,,2021-09-15 14:18:25,Tipo D,2021-09-15 14:18:25,2021-08-24
2021-08-19 14:32:23,Imobiliária 64,Não,05 - Acompanhamento,Perdido,,2021-10-13 17:27:12,Tipo D,2021-10-13 17:27:12,2021-08-24
2021-08-19 14:47:54,Imobiliária 180,Sim,05 - Acompanhamento,Em aberto,,,Tipo B,2021-10-07 16:09:32,2021-09-28
2021-08-19 14:56:22,Imobiliária 238,,01 - Contato,Em aberto,,,Tipo C,2021-09-30 14:20:41,2021-08-23
2021-08-19 15:12:59,Imobiliária 180,,02 - Ta quente!,Em aberto,,,Tipo B,2021-10-14 10:51:42,
2021-08-19 15:15:04,Imobiliária 200,Sim,05 - Acompanhamento,Perdido,,2021-09-14 11:16:53,Tipo C,2021-09-14 11:16:53,2021-08-20
2021-08-19 15:15:46,Imobiliária 231,,02 - Ta quente!,Perdido,,2021-09-17 15:57:29,Tipo C,2021-09-17 15:57:30,2021-09-16
2021-08-19 15:33:31,Imobiliária 149,Sim,03 - Visita Agendada,Perdido,,2021-09-09 14:09:47,Tipo C,2021-09-09 14:09:47,2021-09-03
2021-08-19 15:39:24,Imobiliária 236,,01 - Contato,Em aberto,,,Tipo B,2021-10-13 16:28:17,
2021-08-19 15:46:36,Imobiliária 238,,02 - Ta quente!,Perdido,,2021-09-04 08:50:21,Tipo C,2021-09-20 11:05:03,2021-08-31
2021-08-19 15:59:27,Imobiliária 64,Não,05 - Acompanhamento,Perdido,,2021-10-13 17:27:33,Tipo D,2021-10-13 17:27:33,2021-08-24
2021-08-19 16:09:34,Imobiliária 64,Não,05 - Acompanhamento,Perdido,,2021-10-13 17:27:48,Tipo D,2021-10-13 17:27:48,2021-08-24
2021-08-19 16:18:45,Imobiliária 61,Sim,05 - Acompanhamento,Perdido,,2021-10-13 17:28:05,Tipo D,2021-10-13 17:28:05,2021-08-23
2021-08-19 16:22:33,Imobiliária 61,Não,05 - Acompanhamento,Perdido,,2021-10-13 17:28:51,Tipo D,2021-10-13 17:28:51,2021-08-23
2021-08-19 16:27:46,Imobiliária 236,,01 - Contato,Em aberto,,,Tipo B,2021-10-13 16:27:59,
2021-08-19 16:40:59,Imobiliária 17,Sim,05 - Acompanhamento,Em aberto,,,Tipo D,2021-10-07 13:48:31,2021-09-27
2021-08-19 16:42:04,Imobiliária 17,Não,05 - Acompanhamento,Perdido,,2021-09-16 08:29:19,Tipo D,2021-09-16 08:29:20,2021-08-20
2021-08-19 16:42:19,Imobiliária 31,Sim,05 - Acompanhamento,Perdido,,2021-09-15 16:36:36,Tipo D,2021-09-15 16:36:36,2021-08-25
2021-08-19 16:45:35,Imobiliária 31,Não,05 - Acompanhamento,Perdido,,2021-08-20 15:03:11,Tipo D,2021-08-20 15:03:11,2021-08-20
2021-08-19 17:00:48,Imobiliária 236,,01 - Contato,Em aberto,,,Tipo B,2021-10-13 16:34:27,
2021-08-19 17:03:08,Imobiliária 105,Não,05 - Acompanhamento,Perdido,,2021-09-04 11:28:31,Tipo B,2021-09-04 11:28:31,2021-08-25
2021-08-19 17:07:45,Imobiliária 231,,02 - Ta quente!,Perdido,,2021-10-06 16:00:46,Tipo C,2021-10-06 16:00:48,2021-10-05
2021-08-19 17:09:38,Imobiliária 31,Sim,05 - Acompanhamento,Perdido,,2021-10-13 17:29:03,Tipo D,2021-10-13 17:29:03,2021-08-23
2021-08-19 17:16:33,Imobiliária 31,Não,05 - Acompanhamento,Perdido,,2021-10-11 16:02:22,Tipo D,2021-10-11 16:02:22,2021-08-23
2021-08-19 17:17:58,Imobiliária 106,Sim,05 - Acompanhamento,Perdido,,2021-09-27 11:41:36,Tipo C,2021-09-27 11:41:36,2021-09-13
2021-08-19 17:27:31,Imobiliária 239,Sim,03 - Visita Agendada,Perdido,,2021-08-31 11:45:00,Tipo B,2021-08-31 11:45:00,
2021-08-19 17:30:35,Imobiliária 239,Não,05 - Acompanhamento,Perdido,,2021-09-17 09:01:42,Tipo B,2021-09-17 09:01:43,2021-09-02
2021-08-19 17:31:50,Imobiliária 186,Sim,05 - Acompanhamento,Perdido,,2021-09-14 11:19:28,Tipo C,2021-09-14 11:19:28,
2021-08-19 17:33:53,Imobiliária 3,Sim,05 - Acompanhamento,Perdido,,2021-09-13 11:07:24,Tipo B,2021-09-13 11:07:24,
2021-08-19 17:34:47,Imobiliária 3,Sim,05 - Acompanhamento,Perdido,,2021-09-14 14:51:03,Tipo B,2021-09-14 14:51:03,
2021-08-19 17:37:42,Imobiliária 64,Sim,05 - Acompanhamento,Perdido,,2021-10-13 17:29:15,Tipo D,2021-10-13 17:29:15,2021-08-23
2021-08-20 08:53:41,Imobiliária 231,,03 - Visita Agendada,Perdido,,2021-08-20 09:20:00,Tipo C,2021-08-20 09:20:01,
2021-08-20 08:54:11,Imobiliária 231,,05 - Acompanhamento,Perdido,,2021-08-23 08:42:10,Tipo C,2021-08-23 17:42:32,2021-08-23
2021-08-20 08:54:36,Imobiliária 231,,03 - Visita Agendada,Perdido,,2021-08-20 09:27:06,Tipo C,2021-08-20 09:27:06,
2021-08-20 08:55:09,Imobiliária 231,,03 - Visita Agendada,Perdido,,2021-08-20 09:21:10,Tipo C,2021-08-20 09:21:10,
2021-08-20 08:56:04,Imobiliária 208,,02 - Ta quente!,Perdido,,2021-08-20 09:32:09,Tipo B,2021-08-20 09:32:09,
2021-08-20 09:00:52,Imobiliária 236,,02 - Ta quente!,Em aberto,,,Tipo B,2021-10-04 08:12:43,
2021-08-20 09:02:08,Imobiliária 236,,02 - Ta quente!,Em aberto,,,Tipo B,2021-10-04 08:12:10,
2021-08-20 09:20:00,Imobiliária 208,,02 - Ta quente!,Perdido,,2021-10-06 16:06:00,Tipo B,2021-10-06 16:06:00,2021-08-20
2021-08-20 09:31:53,Imobiliária 166,,02 - Ta quente!,Perdido,,2021-09-06 14:56:45,Tipo B,2021-09-06 16:41:42,2021-09-03
2021-08-20 09:35:14,Imobiliária 208,,02 - Ta quente!,Perdido,,2021-09-17 08:39:03,Tipo B,2021-09-17 08:39:04,
2021-08-20 10:36:07,Imobiliária 149,Sim,05 - Acompanhamento,Perdido,,2021-09-14 15:42:26,Tipo C,2021-09-14 15:42:26,2021-08-23
2021-08-20 10:44:18,Imobiliária 98,,02 - Ta quente!,Perdido,,2021-08-27 14:11:38,Tipo B,2021-08-27 14:11:38,
2021-08-20 10:57:29,Imobiliária 238,,02 - Ta quente!,Perdido,,2021-09-04 08:50:57,Tipo C,2021-09-18 09:59:53,2021-09-01
2021-08-20 11:05:02,Imobiliária 28,Sim,05 - Acompanhamento,Perdido,,2021-10-01 11:36:37,Tipo C,2021-10-01 11:36:37,2021-09-22
2021-08-20 11:08:52,Imobiliária 231,,02 - Ta quente!,Perdido,,2021-10-06 16:00:33,Tipo C,2021-10-06 16:00:34,2021-10-05
2021-08-20 11:24:00,Imobiliária 238,,02 - Ta quente!,Perdido,,2021-09-04 08:52:50,Tipo C,2021-09-18 10:00:12,2021-09-01
2021-08-20 11:25:14,Imobiliária 105,Sim,07 - Negociação,Perdido,,2021-08-26 15:38:42,Tipo B,2021-08-28 10:52:40,2021-08-25
2021-08-20 11:33:31,Imobiliária 42,Não,05 - Acompanhamento,Perdido,,2021-08-23 16:19:58,Tipo D,2021-08-23 16:19:59,2021-08-21
2021-08-20 11:33:46,Imobiliária 208,,02 - Ta quente!,Perdido,,2021-10-13 14:41:54,Tipo B,2021-10-13 14:41:54,2021-09-30
2021-08-20 11:34:16,Imobiliária 50,,02 - Ta quente!,Perdido,,2021-09-15 10:07:22,Tipo D,2021-09-15 17:41:42,2021-09-13
2021-08-20 11:48:21,Imobiliária 92,Sim,05 - Acompanhamento,Perdido,,2021-08-23 09:43:55,Tipo A,2021-08-23 09:43:55,2021-08-23
2021-08-20 11:51:13,Imobiliária 92,Não,05 - Acompanhamento,Perdido,,2021-10-13 17:29:27,Tipo A,2021-10-13 17:29:27,2021-08-30
2021-08-20 13:26:43,Imobiliária 50,Sim,03 - Visita Agendada,Perdido,,2021-08-30 08:26:24,Tipo D,2021-09-06 16:41:21,2021-08-30
2021-08-20 13:31:33,Imobiliária 186,Não,05 - Acompanhamento,Perdido,,2021-09-14 11:19:15,Tipo C,2021-09-14 11:19:15,
2021-08-20 13:32:08,Imobiliária 186,Não,05 - Acompanhamento,Perdido,,2021-09-14 11:19:01,Tipo C,2021-09-14 11:19:01,
2021-08-20 13:58:55,Imobiliária 35,Sim,05 - Acompanhamento,Perdido,,2021-09-17 14:21:32,Tipo D,2021-09-17 14:21:32,2021-09-14
2021-08-20 14:00:57,Imobiliária 144,,02 - Ta quente!,Perdido,,2021-08-26 10:24:32,Tipo B,2021-08-28 10:11:41,2021-08-26
2021-08-20 14:30:50,Imobiliária 42,Não,05 - Acompanhamento,Perdido,,2021-09-17 16:14:58,Tipo D,2021-09-17 16:14:58,2021-09-10
2021-08-20 14:31:50,Imobiliária 56,,02 - Ta quente!,Em aberto,,,Tipo D,2021-10-14 09:13:21,2021-09-22
2021-08-20 14:43:19,Imobiliária 164,Sim,05 - Acompanhamento,Perdido,,2021-09-23 16:39:20,Tipo B,2021-09-23 16:39:21,
2021-08-20 15:09:04,Imobiliária 106,Sim,03 - Visita Agendada,Perdido,,2021-08-26 16:09:02,Tipo C,2021-08-26 16:09:02,2021-08-24
2021-08-20 15:09:11,Imobiliária 219,,02 - Ta quente!,Perdido,,2021-09-21 17:00:49,Tipo B,2021-09-25 11:02:17,2021-09-21
2021-08-20 15:12:44,Imobiliária 242,,01 - Contato,Em aberto,,,Tipo B,2021-09-20 09:18:08,2021-09-30
2021-08-20 15:28:01,Imobiliária 200,Sim,05 - Acompanhamento,Perdido,,2021-09-14 11:20:07,Tipo C,2021-09-14 11:20:07,
2021-08-20 15:34:16,Imobiliária 35,Não,05 - Acompanhamento,Perdido,,2021-08-23 16:06:35,Tipo D,2021-08-23 16:06:36,2021-08-21
2021-08-20 15:36:11,Imobiliária 56,,01 - Contato,Em aberto,,,Tipo D,2021-09-20 09:17:30,2021-09-28
2021-08-20 15:39:01,Imobiliária 200,Não,05 - Acompanhamento,Perdido,,2021-09-14 11:18:27,Tipo C,2021-09-14 11:18:27,
2021-08-20 15:42:17,Imobiliária 56,,01 - Contato,Em aberto,,,Tipo D,2021-09-20 08:31:47,2021-09-27
2021-08-20 16:10:44,Imobiliária 92,,02 - Ta quente!,Perdido,,2021-09-10 16:55:10,Tipo A,2021-09-10 16:55:10,2021-08-27
2021-08-20 16:17:50,Imobiliária 8,,02 - Ta quente!,Perdido,,2021-09-13 11:06:33,Tipo A,2021-09-13 11:06:33,2021-08-27
2021-08-20 16:19:48,Imobiliária 235,,01 - Contato,Em aberto,,,Tipo B,2021-10-14 11:37:52,2021-08-26
2021-08-20 16:41:40,Imobiliária 8,Sim,05 - Acompanhamento,Perdido,,2021-09-16 08:47:00,Tipo A,2021-09-16 08:47:00,2021-08-26
2021-08-20 17:23:11,Imobiliária 236,,02 - Ta quente!,Em aberto,,,Tipo B,2021-10-13 16:34:40,
2021-08-20 17:23:36,Imobiliária 105,,05 - Acompanhamento,Perdido,,2021-08-23 16:51:45,Tipo B,2021-08-23 16:51:46,
2021-08-20 17:26:55,Imobiliária 124,Sim,04 - Pós-visita,Perdido,,2021-08-30 17:18:26,Tipo B,2021-08-30 17:18:26,
2021-08-20 17:30:53,Imobiliária 45,,02 - Ta quente!,Perdido,,2021-09-06 10:02:06,Tipo D,2021-09-20 11:09:57,2021-09-04
2021-08-20 17:31:18,Imobiliária 45,Sim,03 - Visita Agendada,Perdido,,2021-08-25 14:36:27,Tipo D,2021-09-16 10:26:05,2021-08-23
2021-08-20 17:40:06,Imobiliária 56,Sim,03 - Visita Agendada,Perdido,,2021-08-24 09:26:42,Tipo D,2021-08-24 09:26:43,
2021-08-20 18:21:24,Imobiliária 3,Sim,05 - Acompanhamento,Perdido,,2021-09-13 11:14:15,Tipo B,2021-09-13 11:14:15,
2021-08-21 09:46:50,Imobiliária 161,Sim,05 - Acompanhamento,Perdido,,2021-09-19 23:13:06,Tipo B,2021-09-19 23:13:06,2021-09-18
2021-08-21 09:48:26,Imobiliária 113,,01 - Contato,Em aberto,,,Tipo B,2021-10-01 09:10:22,2021-08-24
2021-08-21 10:32:53,Imobiliária 201,,05 - Acompanhamento,Perdido,,2021-08-23 11:34:43,Tipo C,2021-08-28 10:11:41,2021-08-25
2021-08-21 11:09:41,Imobiliária 105,,05 - Acompanhamento,Perdido,,2021-09-04 11:24:09,Tipo B,2021-09-04 11:24:10,2021-08-23
2021-08-21 11:20:37,Imobiliária 105,Não,05 - Acompanhamento,Perdido,,2021-08-23 16:51:20,Tipo B,2021-08-23 16:51:21,
2021-08-21 13:40:35,Imobiliária 180,Sim,05 - Acompanhamento,Em aberto,,,Tipo B,2021-10-14 09:36:08,2021-09-23
2021-08-23 08:08:54,Imobiliária 236,,02 - Ta quente!,Em aberto,,,Tipo B,2021-10-04 08:10:56,
2021-08-23 08:09:47,Imobiliária 137,,02 - Ta quente!,Perdido,,2021-10-14 11:37:09,Tipo B,2021-10-14 11:37:10,2021-09-28
